Subject,Adjacency_Mean,Functional_Mean,Overall_Diff,Better_Model,M1_adjacency,M1_functional,M1_diff,SMA_adjacency,SMA_functional,SMA_diff,PMC_adjacency,PMC_functional,PMC_diff,PPC_adjacency,PPC_functional,PPC_diff
sub-48,0.3204114806964788,0.24755793150933197,0.07285354918714682,Adjacency,0.5173144921184866,0.4065498789011013,0.11076461321738529,0.0459551817148158,0.0352129816371032,0.0107422000777126,0.4331155711867025,0.2315520307651942,0.2015635404215083,0.2852606777659102,0.3169168347339293,-0.0316561569680191
sub-49,0.5025446764400208,0.2918409235681133,0.21070375287190746,Adjacency,0.8024915770117914,0.3083803543370558,0.4941112226747356,0.2767342047601599,0.3105144744362741,-0.033780269676114194,0.6375837375794984,0.2849050332456537,0.3526787043338447,0.2933691864086335,0.2635638322534698,0.02980535415516372
sub-50,0.5047442139004502,0.3211850749323661,0.18355913896808412,Adjacency,0.6222862418927112,0.3275874352300212,0.29469880666269,0.5612425466726215,0.4300251999925034,0.13121734668011814,0.4966043579304999,0.3019779940394007,0.19462636389109922,0.3388437091059683,0.225149670467539,0.11369403863842928
sub-51,0.5258200669060854,0.2747679627743663,0.2510521041317191,Adjacency,0.603456947338346,0.2208814302691022,0.38257551706924375,0.5904373574300558,0.4364275602901586,0.15400979713989715,0.4862806381637335,0.1077730650105281,0.37850757315320543,0.4231053246922064,0.3339897955276764,0.08911552916453003
sub-52,0.13437031815863448,-0.06775831315018348,0.20212863130881797,Adjacency,0.1406032117222742,-0.0245423811410113,0.16514559286328548,0.0696746593165966,-0.073627143423034,0.1433018027396306,0.1162149911396503,-0.0672247831253789,0.1834397742650292,0.2109884104560168,-0.1056389449113097,0.3166273553673265
sub-53,0.5985719888454683,0.33612391562689475,0.2624480732185735,Adjacency,0.7322526658051082,0.3211850749323661,0.4110675908727421,0.5171682045914271,0.3745380774128256,0.14263012717860152,0.6930058121168754,0.3169168347339293,0.3760889773829461,0.4518612728684623,0.331855675428458,0.12000559744000427
sub-54,0.5910172829837557,0.35906570669349236,0.2319515762902633,Adjacency,0.6232266617095218,0.3724039573136072,0.2508227043959146,0.6308545113347642,0.3169168347339293,0.31393767660083494,0.5309192321350146,0.3574651166190786,0.17345411551593598,0.579068726755722,0.3894769181073543,0.18959180864836767
sub-55,0.46144833044539346,0.15952547741657386,0.3019228530288196,Adjacency,0.595369336913774,0.1675284277886428,0.42784090912513123,0.5448374454238127,0.2166131900706655,0.32822425535314725,0.3867633233270109,0.0821636238199076,0.3045996995071033,0.3188232161169762,0.1717966679870795,0.14702654812989674
sub-56,0.5215568304032103,0.24062204118687225,0.2809347892163381,Adjacency,0.5209089856405185,0.2955756337417455,0.22533335189877296,0.7904959997929171,0.1141754253081833,0.6763205744847338,0.4771272186134429,0.3403921558253315,0.13673506278811143,0.2976951175659627,0.2123449498722287,0.08535016769373396
sub-57,0.5290854134922337,0.33505685557728554,0.19402855791494816,Adjacency,0.674113822908056,0.376672197512044,0.297441625396012,0.4799902745001777,0.2614297121542515,0.21856056234592625,0.5628308112521241,0.4150863592979747,0.14774445195414937,0.3994067453085769,0.287039153344872,0.11236759196370488
sub-58,0.47558597502478095,0.30411211413861905,0.1714738608861619,Adjacency,0.6350132567468827,0.1312483861019303,0.5037648706449525,0.4546825323188943,0.3894769181073543,0.06520561421153998,0.4825189588964908,0.3745380774128256,0.10798088148366525,0.3301291521368559,0.3211850749323661,0.008944077204489809
sub-59,0.5342681715937682,0.37240395731360715,0.161864214280161,Adjacency,0.5898104108855153,0.393745158305791,0.19606525257972435,0.571273691385269,0.3617333568175153,0.20954033456775367,0.5949095761144444,0.3980133985042277,0.19689617761021672,0.3810790079898441,0.3361239156268947,0.04495509236294942
sub-60,0.5358668852823464,0.35746511661907854,0.17840176866326785,Adjacency,0.7535897465376353,0.4129522391987564,0.34063750733887893,0.4318616780976216,0.1504554669948957,0.2814062111027259,0.4713593104036706,0.4364275602901586,0.03493175011351196,0.4866568060904578,0.4300251999925034,0.05663160609795442
sub-61,0.5977621828921034,0.3435933359741591,0.2541688469179443,Adjacency,0.659192495147993,0.3681357171151704,0.29105677803282265,0.5770207013768899,0.3638674769167336,0.21315322446015628,0.692086290518216,0.3297215553292396,0.36236473518897644,0.4627492445253149,0.3126485945354926,0.1501006499898223
