subject,ROI,adjacency_rho,functional_rho
sub-27,PMC,0.3791354737017687,0.46622839893611806
sub-27,PPC,0.2614158108552213,0.20793011697704988
sub-29,M1,0.6904144330661081,0.5178880553279317
sub-29,SMA,0.3305053200635802,0.20793011697704988
sub-29,PMC,0.5826214238414513,0.49980717559079696
sub-29,PPC,0.3435876046263245,0.37582400025044416
sub-30,M1,0.5738441722178849,0.4894752443124341
sub-30,SMA,0.4666572113196172,0.22601099671418465
sub-30,PMC,0.3874738627441568,0.4636454161165273
sub-30,PPC,0.33192639889787195,0.3215813610390399
sub-31,M1,0.6485135056726539,0.507556124049569
sub-31,SMA,0.2888342730697908,0.1588534434048269
sub-31,PMC,0.5438134327343968,0.4972241927712062
sub-31,PPC,0.4385700061242045,0.39907084562676026
sub-32,M1,0.5119645482717412,0.5282199866062944
sub-32,SMA,0.6094965323840857,0.4765603302144808
sub-32,PMC,0.4979836403284889,0.507556124049569
sub-32,PPC,0.320662259314295,0.5101391068691596
sub-33,M1,0.6269674427586134,0.5178880553279317
sub-33,SMA,0.1392030311061339,0.14335554648728283
sub-33,PMC,0.49856879043672675,0.507556124049569
sub-33,PPC,0.2482081369835689,0.4533134848381647
sub-34,M1,0.5732381238914956,0.5178880553279317
sub-34,SMA,0.38341960842279516,0.3189983782194492
sub-34,PMC,0.5023931643584235,0.5101391068691596
sub-34,PPC,0.3572341410791552,0.4403985707402112
sub-35,M1,0.40826758980474886,0.4972241927712062
sub-35,SMA,0.346074492586335,0.37065803461126284
sub-35,PMC,0.4814949462070748,0.4894752443124341
sub-35,PPC,0.22122853735017764,0.30866644694108647
sub-36,M1,0.4111933403459376,0.5204710381475224
sub-36,SMA,0.2935363721538443,0.31641539539985847
sub-36,PMC,0.47482841461679454,0.5049731412299783
sub-36,PPC,0.38640805361843805,0.4894752443124341
sub-37,M1,0.5990056268721087,0.507556124049569
sub-37,SMA,0.44550821455045225,0.45847945047734606
sub-37,PMC,0.3628766599800194,0.4972241927712062
sub-37,PPC,0.46885152422550885,0.4894752443124341
sub-38,M1,0.6081172499860968,0.5230540209671131
sub-38,SMA,0.45658427017066716,0.4739773473948901
sub-38,PMC,0.5742203401446092,0.5204710381475224
sub-38,PPC,0.11868098088150945,0.39907084562676026
sub-39,M1,0.3856557177649895,0.5127220896887503
sub-39,SMA,0.4170239432101639,0.3035004813019051
sub-39,PMC,0.41478783386796964,0.4972241927712062
sub-39,PPC,0.41033651340173233,0.33707925795658394
sub-42,M1,0.07316466174787191,-0.17176835750278033
sub-42,SMA,0.05239183290543128,-0.1640194090440083
sub-42,PMC,0.15080154218013245,-0.14335554648728283
sub-42,PPC,0.22538728276229608,-0.0012914914097953405
sub-43,M1,0.7310614673704814,0.5101391068691596
sub-43,SMA,0.3246329207630512,0.223428013894594
sub-43,PMC,0.5645026687042319,0.49980717559079696
sub-43,PPC,0.44049264219412854,0.4403985707402112
sub-44,M1,0.6529648261388912,0.4636454161165273
sub-44,SMA,0.3208294450595057,0.2105130997966405
sub-44,PMC,0.5999669449070708,0.4817262958536621
sub-44,PPC,0.21667272579318364,0.4042368112659417
sub-45,M1,0.6688474719339162,0.515305072508341
sub-45,SMA,0.4012457885058957,0.4223176910030764
sub-45,PMC,0.3607868381648845,0.4843092786732528
sub-45,PPC,0.40099500988807946,0.40681979408553237
sub-46,M1,0.4482667793464303,0.4946412099516156
sub-46,SMA,0.1921591159016516,0.2750876702864076
sub-46,PMC,0.44270785331817153,0.4455645363793926
sub-46,PPC,0.1850328235120417,0.2828366187451796
sub-47,M1,0.38208212246110884,0.4765603302144808
sub-47,SMA,-0.016405101248808757,0.1485215121264642
sub-47,PMC,0.49018860495803585,0.4455645363793926
sub-47,PPC,0.23660962590957035,0.22859397953377533
sub-48,M1,0.5173144921184866,0.5178880553279317
sub-48,SMA,0.045955181714815864,0.231176962353366
sub-48,PMC,0.4331155711867025,0.49205822713202485
sub-48,PPC,0.2852606777659102,0.4894752443124341
sub-49,M1,0.8024915770117914,0.5023901584103876
sub-49,SMA,0.2767342047601599,0.22084503107500325
sub-49,PMC,0.6375837375794984,0.4868922614928435
sub-49,PPC,0.2933691864086335,0.4739773473948901
sub-50,M1,0.6222862418927112,0.5333859522454758
sub-50,SMA,0.5612425466726215,0.4817262958536621
sub-50,PMC,0.49660435793049995,0.5282199866062944
sub-50,PPC,0.33884370910596834,0.22084503107500325
sub-51,M1,0.603456947338346,0.5127220896887503
sub-51,SMA,0.5904373574300558,0.30866644694108647
sub-51,PMC,0.48628063816373357,0.4868922614928435
sub-51,PPC,0.42310532469220646,0.42490067382266716
sub-52,M1,0.14060321172227427,-0.11494273547178532
sub-52,SMA,0.06967465931659668,-0.13044063238932943
sub-52,PMC,0.1162149911396503,-0.15368747776564556
sub-52,PPC,0.21098841045601682,-0.0038744742293860225
sub-53,M1,0.7322526658051082,0.5101391068691596
sub-53,SMA,0.5171682045914271,0.401653828446351
sub-53,PMC,0.6930058121168754,0.4636454161165273
sub-53,PPC,0.4518612728684623,0.3035004813019051
sub-54,M1,0.6232266617095218,0.5282199866062944
sub-54,SMA,0.6308545113347642,0.401653828446351
sub-54,PMC,0.5309192321350146,0.5178880553279317
sub-54,PPC,0.579068726755722,0.3474111892349467
sub-55,M1,0.595369336913774,0.4894752443124341
sub-55,SMA,0.5448374454238127,0.30866644694108647
sub-55,PMC,0.38676332332701097,0.47139436457529943
sub-55,PPC,0.3188232161169762,0.2647557390080449
sub-56,M1,0.5209089856405185,0.5282199866062944
sub-56,SMA,0.7904959997929171,0.4610624332969367
sub-56,PMC,0.4771272186134429,0.530802969425885
sub-56,PPC,0.2976951175659627,0.43006663946184853
sub-57,M1,0.674113822908056,0.5101391068691596
sub-57,SMA,0.4799902745001777,0.34999417205453737
sub-57,PMC,0.5628308112521241,0.5127220896887503
sub-57,PPC,0.39940674530857695,0.47139436457529943
sub-58,M1,0.6350132567468827,0.507556124049569
sub-58,SMA,0.45468253231889433,0.34999417205453737
sub-58,PMC,0.4825189588964908,0.4817262958536621
sub-58,PPC,0.3301291521368559,0.37582400025044416
sub-59,M1,0.5898104108855153,0.5256370037867036
sub-59,SMA,0.571273691385269,0.3035004813019051
sub-59,PMC,0.5949095761144444,0.5049731412299783
sub-59,PPC,0.3810790079898441,0.3035004813019051
sub-60,M1,0.7535897465376353,0.5256370037867036
sub-60,SMA,0.4318616780976216,0.3629090861524908
sub-60,PMC,0.4713593104036706,0.5282199866062944
sub-60,PPC,0.48665680609045786,0.4946412099516156
sub-61,M1,0.659192495147993,0.5333859522454758
sub-61,SMA,0.5770207013768899,0.41715172536389505
sub-61,PMC,0.692086290518216,0.5204710381475224
sub-61,PPC,0.46274924452531496,0.3654920689720815
sub-62,M1,0.4745358395626757,0.5204710381475224
sub-62,SMA,0.5403234303031215,0.49205822713202485
sub-62,PMC,0.6197993539327007,0.5230540209671131
sub-62,PPC,0.36860277175348893,0.5230540209671131
sub-63,M1,0.6924206620086375,0.5023901584103876
sub-63,SMA,0.5809077699530407,0.1872662544203244
sub-63,PMC,0.4576918757326886,0.4765603302144808
sub-63,PPC,0.598065207055298,0.3603261033329001
sub-65,M1,0.6220145650567437,0.5256370037867036
sub-65,SMA,-0.026958701415239865,-0.01678938832733943
sub-65,PMC,0.42415023559977383,0.5101391068691596
sub-65,PPC,0.21186613561837345,0.37840698307003484
sub-66,M1,0.4847550682386852,0.5256370037867036
sub-66,SMA,0.14074949924933372,0.10977676983260397
sub-66,PMC,0.41537298397620737,0.49205822713202485
sub-66,PPC,0.3230655544017001,0.288002584384361
sub-67,M1,0.44891462410912214,0.4946412099516156
sub-67,SMA,0.35773569831478763,0.223428013894594
sub-67,PMC,0.3921759618282103,0.4688113817557087
sub-67,PPC,0.2646550346686804,0.12010870111096669
sub-68,M1,0.5315252804614037,0.515305072508341
sub-68,SMA,0.28005702144622435,0.22859397953377533
sub-68,PMC,0.4276820344673518,0.49980717559079696
sub-68,PPC,0.2411863356847157,0.1252746667501481
